AXVISOR_RT_HOST_TRACE schema=1 vm=1 counter_frequency_hz=24000000 start_ticks=2087341817 end_ticks=2210631984 records=1097 dropped=0 incomplete=0 failed_injections=0 unowned_virtual_timer_irqs=0 counter_frequency_mismatches=0
AXVISOR_RT_HOST_IRQ schema=1 sequence=101 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2123964662 guest_counter_ticks=36742594 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=102 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2124095716 guest_counter_ticks=36873648 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=103 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2124205112 guest_counter_ticks=36983044 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=104 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2124335214 guest_counter_ticks=37113146 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=105 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2124444953 guest_counter_ticks=37222885 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=106 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2124575216 guest_counter_ticks=37353148 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=107 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2124684710 guest_counter_ticks=37462642 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=108 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2124818767 guest_counter_ticks=37596699 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=109 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2124924579 guest_counter_ticks=37702511 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=110 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2125054849 guest_counter_ticks=37832781 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=111 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2125164504 guest_counter_ticks=37942436 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=112 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2125295481 guest_counter_ticks=38073413 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=113 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2125404296 guest_counter_ticks=38182228 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=114 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2125534951 guest_counter_ticks=38312883 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=115 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2125644340 guest_counter_ticks=38422272 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=116 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2125775394 guest_counter_ticks=38553326 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=117 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2125850847 guest_counter_ticks=38628779 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=118 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2125885147 guest_counter_ticks=38663079 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=119 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2126014801 guest_counter_ticks=38792733 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=120 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2126124477 guest_counter_ticks=38902409 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=121 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2126254831 guest_counter_ticks=39032763 forwarding_ticks=14 injected=1
